"restId","tag"
"500763","冰淇淋"
"500774","酒吧"
"500840","宁波菜"
"500848","本帮菜"
"500859","川菜"
"500895","粤菜"
"500947","本帮菜"
"501016","粤菜"
"501027","粤菜"
"501030","本帮菜"
"501038","本帮菜"
"501052","日式烧烤/铁板烧"
"501063","粤菜"
"501074","火锅"
"501085","日本料理"
"501104","本帮菜"
"501115","日本料理"
"501173","泰国菜"
"501203","茶餐厅"
"501214","燕翅鲍"
"501258","本帮菜"
"501261","烧烤"
"501272","火锅"
"501324","杭帮菜"
"501360","茶餐厅"
"501379","东北菜"
"501445","西式甜点"
"501489","酒吧"
"501533","本帮菜"
"501555","燕翅鲍"
"501629","生煎"
"501643","茶餐厅"
"501706","小吃"
"501720","面馆"
"501728","快餐简餐"
"501739","面包"
"501797","酒吧"
"501830","米粉"
"501841","自助餐"
"501863","本帮菜"
"501885","日本料理"
"501896","火锅"
"501937","冰淇淋"
"501948","茶馆"
"501951","其他江浙菜"
"501984","快餐简餐"
"502020","东北菜"
"502031","涮羊肉"
"502075","生煎"
"502105","粤菜"
"502116","小笼"
"502127","面馆"
"502141","茶餐厅"
"502226","更多咖啡厅"
"502240","火锅"
"502248","面包"
"502251","本帮菜"
"502259","绍兴菜"
"502262","日本料理"
"502284","西式甜点"
"502303","面包"
"502336","泰国菜"
"502347","面馆"
"502369","其他江浙菜"
"502413","本帮菜"
"502509","川菜"
"502512","西式甜点"
"502523","自助餐"
"502567","日本料理"
"502578","烧烤"
"502581","快餐简餐"
"502677","湘菜"
"502680","面馆"
"502699","日本料理"
"502707","本帮菜"
"502710","湘菜"
"502729","日式烧烤/铁板烧"
"502732","本帮菜"
"502743","本帮菜"
"502776","燕翅鲍"
"502806","快餐简餐"
"502842","素菜"
"502886","白斩鸡"
"502897","面包"
"502916","拉美烧烤"
"502930","零食"
"502938","本帮菜"
"502941","粤菜"
"502974","西式简餐"
"502985","本帮菜"
"502996","馄饨"
"503021","西餐"
"503065","火锅"
"503087","川菜"
"503090","面包甜点"
"503139","自助餐"
"503142","川菜"
"503205","自助餐"
"503263","本帮菜"
"503304","自助餐"
"503315","川菜"
"503337","面包甜点"
"503348","面馆"
"503425","生煎"
"503447","日本料理"
"503469","熟食"
"503472","本帮菜"
"503483","其他江浙菜"
"503494","本帮菜"
"503513","更多咖啡厅"
"503524","东北菜"
"503535","新疆/清真"
"503560","西式甜点"
"503571","本帮菜"
"503582","小吃"
"503601","东南亚菜"
"503612","川菜"
"503623","自助餐"
"503645","火锅"
"503667","小龙虾"
"503678","小笼"
"503689","火锅"
"503692","面包"
"503700","更多咖啡厅"
"503708","东北菜"
"503711","白斩鸡"
"503744","东北菜"
"503755","本帮菜"
"503777","饮品"
"503780","海鲜"
"503810","港台甜品"
"503829","火锅"
"503928","面馆"
"503931","日本料理"
"503942","川菜"
"503986","中东菜"
"504099","印度菜"
"504107","米粉"
"504132","台湾菜"
"504165","自助餐"
"504176","更多咖啡厅"
"504206","锅贴"
"504217","海鲜"
"504220","西式简餐"
"504242","杭帮菜"
"504264","本帮菜"
"504275","宁波菜"
"504330","本帮菜"
"504338","酒吧"
"504341","川菜"
"504385","小吃快餐"
"504404","本帮菜"
"504415","本帮菜"
"504426","麻辣烫"
"504448","杭帮菜"
"504459","烧烤"
"504462","烧烤"
"504484","本帮菜"
"504525","快餐简餐"
"504536","本帮菜"
"504550","本帮菜"
"504558","酒吧"
"504561","日本料理"
"504594","涮羊肉"
"504602","西北风味"
"504646","火锅"
"504657","米粉"
"504660","北京菜"
"504668","川菜"
"504671","酒吧"
"504712","川菜"
"504723","粤菜"
"504756","新疆/清真"
"504770","意大利菜"
"504781","海鲜"
"504800","东北菜"
"504811","川菜"
"504819","日本料理"
"504822","燕翅鲍"
"504866","本帮菜"
"504910","面馆"
"504918","江西菜"
"504943","迪欧咖啡"
"504965","茶馆"
"504976","本帮菜"
"505034","火锅"
"505078","本帮菜"
"505089","宁波菜"
"505155","快餐简餐"
"505199","意大利菜"
"505218","寿司/简餐"
"505298","本帮菜"
"505317","粤菜"
"505339","烧烤"
"505353","茶馆"
"505364","川菜"
"5054113","饮品"
"505430","杭帮菜"
"505441","酒吧"
"505474","台湾菜"
"505515","素菜"
"505551","面包"
"505559","本帮菜"
"505562","火锅"
"505573","酒吧"
"505584","快餐简餐"
"505614","西式甜点"
"505647","火锅"
"505658","西餐"
"505661","印度菜"
"5056632","本帮菜"
"505760","烧烤"
"505834","牛排"
"505878","西式甜点"
"505889","港台甜品"
"505933","韩国料理"
"506013","火锅"
"506068","新加坡菜"
"506082","本帮菜"
"506093","面馆"
"506101","本帮菜"
"506208","米粉"
"506244","迪欧咖啡"
"506310","饮品"
"506321","日本料理"
"506332","本帮菜"
"506354","燕翅鲍"
"506387","小吃"
"506406","西式简餐"
"506428","面包"
"506439","本帮菜"
"506453","火锅"
"506475","茶餐厅"
"506486","小笼"
"506552","火锅"
"506563","更多咖啡厅"
"506574","日式烧烤/铁板烧"
"506651","绍兴菜"
"506662","寿司/简餐"
"506684","新疆/清真"
"506868","快餐简餐"
"506871","本帮菜"
"506923","牛排"
"506978","本帮菜"
"507014","自助餐"
"507025","更多咖啡厅"
"507047","西式甜点"
"507061","米粉"
"507083","台湾菜"
"507157","本帮菜"
"507160","小龙虾"
"507171","本帮菜"
"507212","小吃"
"507223","火锅"
"507267","湘菜"
"507278","熟食"
"507281","杭帮菜"
"507292","粤菜"
"507311","小吃"
"507319","火锅"
"507322","海鲜"
"507366","本帮菜"
"507377","日本料理"
"507391","川菜"
"507399","面包"
"507454","火锅"
"507506","小笼"
"507520","本帮菜"
"507539","烤鸭"
"507564","家常菜"
"507586","俄罗斯菜"
"507630","家常菜"
"507663","其他西餐"
"507685","西北菜"
"507715","官府菜"
"507726","面包西点"
"507748","日本料理"
"507762","官府菜"
"507784","意大利菜"
"507795","日本料理"
"507850","面包西点"
"507883","素菜"
"507924","意大利菜"
"507935","俄罗斯菜"
"507957","粤菜"
"507971","粤菜"
"508037","快餐/简餐"
"508084","贵州菜"
"508114","日本料理"
"508125","烤鸭"
"508158","更多咖啡厅"
"508169","泰国菜"
"508194","粤菜"
"508235","川菜"
"508257","粤菜"
"508282","川菜"
"508334","粤菜"
"508367","其他火锅"
"508389","川菜"
"508400","涮羊肉"
"508419","鲁菜"
"508491","其他火锅"
"508499","酒吧"
"508521","快餐/简餐"
"508639","淮扬菜"
"508705","自助餐"
"508837","泰国菜"
"508848","其他火锅"
"508895","日本料理"
"508914","粤菜"
"508925","自助餐"
"508947","湘菜"
"508972","炸酱面"
"508983","燕翅鲍"
"509005","快餐/简餐"
"509016","淮扬菜"
"509074","台湾菜"
"509085","鲁菜"
"509126","川菜"
"509140","上海菜"
"509159","家常菜"
"509261","涮羊肉"
"509294","家常菜"
"5093839","东南亚菜"
"509423","羊蝎子"
"509434","川菜"
"509467","家常菜"
"509478","韩国料理"
"509481","东北菜"
"509492","韩国料理"
"509577","川菜"
"509643","自助餐"
"509717","粤菜"
"509739","川菜"
"509805","新疆/清真"
"509841","山西菜"
"509904","新疆/清真"
"509926","家常菜"
"509951","新疆/清真"
"509962","自助餐"
"509973","烤鸭"
"510014","鲁菜"
"510047","海鲜"
"510072","西餐"
"5101226","面馆"
"510146","韩国料理"
"510171","川菜"
"510193","比萨"
"510201","星巴克"
"510256","浙江菜"
"510278","粥店"
"510289","炸酱面"
"510333","海鲜"
"510377","家常菜"
"510410","寿司/简餐"
"510418","湖北菜"
"510432","烤鸭"
"5104320","更多咖啡厅"
"510454","日式自助"
"5105079","火锅"
"510586","自助餐"
"510627","其他火锅"
"510649","西北菜"
"510652","东北菜"
"5106564","冰淇淋"
"510759","粤菜"
"510773","川菜"
"510795","香锅"
"510803","家常菜"
"510872","鲁菜"
"510894","面包西点"
"510902","其他火锅"
"510924","西式简餐"
"510935","贵州菜"
"510946","湘菜"
"510971","酒吧"
"510982","日式自助"
"510993","其他西餐"
"511015","东北菜"
"511040","面包西点"
"511048","其他中餐"
"511051","面包西点"
"511125","川菜"
"511136","其他中餐"
"511202","西式简餐"
"5113043","韩国料理"
"511309","家常菜"
"511334","涮羊肉"
"5113348","意大利菜"
"511356","面包西点"
"511466","自助餐"
"511518","西式简餐"
"511529","其他火锅"
"511543","自助餐"
"5115647","牛排"
"511576","其他西餐"
"511587","老北京小吃"
"511590","川菜"
"5116307","面包"
"511631","云南菜"
"511642","酒吧"
"511664","比萨"
"5117058","韩国料理"
"511741","家常菜"
"511763","东北菜"
"511774","其他火锅"
"511796","川菜"
"511804","烤鸭"
"5118260","寿司/简餐"
"5118433","川菜"
"5118477","小吃"
"511848","老北京小吃"
"511851","面包西点"
"511859","湘菜"
"511914","日式自助"
"511972","东北菜"
"512005","江西菜"
"512016","包子"
"512151","粤菜"
"512195","新疆/清真"
"512225","东北菜"
"512236","酒吧"
"512247","冰淇淋"
"512250","拉美烧烤"
"512261","粤菜"
"512283","其他火锅"
"512313","韩国料理"
"512357","川菜"
"512360","老北京小吃"
"512371","农家菜"
"512409","粤菜"
"512412","印度菜"
"512423","山西菜"
"512434","湘菜"
"512478","茶餐厅"
"512481","湘菜"
"512489","云南菜"
"512508","其他中餐"
"512519","老北京小吃"
"5125459","西式甜点"
"512577","自助餐"
"512591","日式自助"
"512654","拉美烧烤"
"512753","涮羊肉"
"512775","官府菜"
"5127912","本帮菜"
"5127981","川菜"
"512827","浙江菜"
"512830","西北菜"
"512838","饺子"
"512841","饺子"
"512874","其他中餐"
"512885","面包西点"
"512896","饺子"
"512926","羊蝎子"
"512937","比萨"
"512962","饺子"
"513006","家常菜"
"513017","素菜"
"513020","浙江菜"
"513028","老北京小吃"
"513031","烧烤"
"513042","江西菜"
"513053","新疆/清真"
"513116","拉美烧烤"
"513138","其他小吃"
"513141","其他火锅"
"513149","粉面馆"
"513163","香锅"
"5131825","更多咖啡厅"
"513185","川菜"
"513248","快餐/简餐"
"513325","熟食"
"513336","烤鸭"
"513358","比萨"
"513372","粤菜"
"513394","饺子"
"513402","面包西点"
"513424","烤鸭"
"5134383","更多咖啡厅"
"513457","烤鸭"
"5134644","川菜"
"513482","寿司/简餐"
"513501","快餐/简餐"
"5135241","新疆/清真"
"513545","饺子"
"513556","老北京小吃"
"513567","东北菜"
"513578","川菜"
"513589","韩国料理"
"513592","泰国菜"
"513619","老北京小吃"
"513677","麻辣烫"
"513688","更多咖啡厅"
"513707","茶馆"
"513718","寿司/简餐"
"513721","韩国料理"
"5137331","火锅"
"513743","自助餐"
"513754","其他火锅"
"5137625","小吃"
"513776","老北京小吃"
"513787","快餐/简餐"
"5137881","烧烤"
"513790","淮扬菜"
"513798","比萨"
"513820","新疆/清真"
"5138626","川菜"
"5138651","米粉"
"5139036","小笼"
"5139289","饮品"
"513941","家常菜"
"514018","冰淇淋"
"514106","烤鱼"
"514117","更多咖啡厅"
"514131","川菜"
"5141626","自助餐"
"514164","新疆/清真"
"5142157","酒吧"
"514274","粤菜"
"5143345","面包甜点"
"514340","烤鸭"
"5143587","饮品"
"514373","川菜"
"514403","饺子"
"514458","其他西餐"
"514494","自助餐"
"514502","西餐"
"514524","湘菜"
"514557","西式简餐"
"514579","西北菜"
"514634","更多咖啡厅"
"514656","家常菜"
"514678","家常菜"
"514689","其他小吃"
"5146928","小吃"
"514719","快餐/简餐"
"514755","日本料理"
"5147679","法国菜"
"514788","其他火锅"
"514810","面包西点"
"514832","快餐/简餐"
"514865","意大利菜"
"514942","涮羊肉"
"514953","湘菜"
"5149945","火锅"
"515077","台湾菜"
"515099","川菜"
"5152134","火锅"
"515217","其他中餐"
"515220","比萨"
"5152475","寿司/简餐"
"515264","其他火锅"
"515286","家常菜"
"5153069","咖啡厅"
"515327","牛排"
"515349","家常菜"
"5153913","快餐简餐"
"515415","湘菜"
"5154150","西北菜"
"515426","涮羊肉"
"515448","贵州菜"
"515536","其他火锅"
"5155456","快餐/简餐"
"515550","新疆/清真"
"515558","烧烤"
"5155940","日本料理"
"5156138","粉面馆"
"515635","粥店"
"515657","湘菜"
"515693","鲁菜"
"5157153","杭帮菜"
"5157425","烤鱼"
"5157483","素菜"
"515778","贵州菜"
"515781","川菜"
"515822","其他中餐"
"515844","快餐/简餐"
"5158561","面馆"
"515866","面包西点"
"515943","湘菜"
"516009","其他火锅"
"5160384","寿司/简餐"
"516081","其他火锅"
"516092","茶餐厅"
"516133","新疆/清真"
"516166","川菜"
"516180","烤鸭"
"516207","农家菜"
"516210","川菜"
"516232","星巴克"
"516287","冰淇淋"
"516290","面包西点"
"516342","面包西点"
"516416","湖北菜"
"516526","酒吧"
"5165972","冰淇淋"
"516650","粉面馆"
"516658","东北菜"
"5167622","其他江浙菜"
"5169176","港台甜品"
"5169745","星巴克"
"5169998","快餐/简餐"
"5170262","甜品饮品"
"5172473","山西菜"
"5173908","火锅"
"5184188","韩国料理"
"5185318","本帮菜"
"5185725","川菜"
"5187213","寿司/简餐"
"5188533","东北菜"
"5189336","小吃"
"5189570","小吃"
"5190257","面包"
"5191247","饮品"
"5192402","火锅"
"5192817","寿司/简餐"
"5193351","快餐简餐"
"5193483","川菜"
"5194019","茶餐厅"
"5194165","粤菜"
"5194778","其他火锅"
"5195416","火锅"
"5195977","饮品"
"5197179","饮品"
"5197850","快餐/简餐"
"5197894","快餐简餐"
"5199599","小吃"
"5199896","日式自助"
"5200149","其他小吃"
"5200839","粤菜"
"5201117","饮品"
"5202459","更多咖啡厅"
"5202767","面包甜点"
"5205050","粤菜"
"5205627","西式简餐"
"5207063","比萨"
"5208471","越南菜"
"5210357","东南亚菜"
"5210489","更多咖啡厅"
"5211691","港台甜品"
"5212395","米粉"
"5213011","湘菜"
"5213143","小吃"
"5214081","湘菜"
"5216061","快餐简餐"
"5217312","寿司/简餐"
"5218926","Costa Coffee"
"5228084","西式简餐"
"5228246","烤鱼"
"5228507","日式烧烤/铁板烧"
"5228606","小笼"
"5228727","生煎"
"5232283","小吃"
"5233927","东北菜"
"5234917","茶餐厅"
"5236328","包子"
"5236683","江西菜"
"5238762","锅贴"
"5238858","其他小吃"
"5239631","西式简餐"
"5239639","自助餐"
"5240497","火锅"
"5240574","快餐简餐"
"5240945","创意菜"
"5244042","家常菜"
"5244853","意大利菜"
"5244996","饮品"
"5245120","火锅"
"5245362","面馆"
"5246118","西式甜点"
"5246613","意大利菜"
"5247067","创意菜"
"5249902","快餐简餐"
"5250034","更多咖啡厅"
"5250540","川菜"
"5251057","香锅"
"5251376","日本料理"
"5253334","港台甜品"
"5253345","西北菜"
"5254654","茶餐厅"
"5255053","小吃快餐"
"5255086","冰淇淋"
"5255897","Costa Coffee"
"5257316","港台甜品"
"5258416","面馆"
"5259464","冰淇淋"
"5259604","湖北菜"
"5260297","其他小吃"
"5260855","海鲜"
"5263429","小笼"
"5263850","面包西点"
"5263982","面包西点"
"5264059","自助餐"
"5267447","台湾菜"
"5267656","更多咖啡厅"
"5267780","家常菜"
"5268855","本帮菜"
"5269999","饺子"
"5270865","咖啡厅"
"5272056","冰淇淋"
"5273824","日式烧烤/铁板烧"
"5274146","面馆"
"5274847","东北菜"
"5275518","麻辣烫"
"5278906","茶餐厅"
"5279561","面包"
"5280149","韩国料理"
"5280358","川菜"
"5282154","锅贴"
"5282880","烧烤"
"5283504","其他火锅"
"5283551","小吃快餐"
"5283823","其他火锅"
"5284181","川菜"
"5284772","烤鸭"
"5287335","小吃"
"5289593","面馆"
"5289953","其他江浙菜"
"5290401","寿司/简餐"
"5291372","港台甜品"
"5291677","寿司/简餐"
"5291718","韩国料理"
"5292524","快餐简餐"
"5293154","台湾菜"
"5293888","自助餐"
"5295071","寿司/简餐"
"5296311","闽菜"
"5296454","麻辣烫"
"5296696","西式简餐"
"5297271","西式甜点"
"5300546","米粉"
"5300656","泰国菜"
"5300689","西式简餐"
"5300931","寿司/简餐"
"5301275","粤菜"
"5302089","本帮菜"
"5302100","面包"
"5302331","其他西餐"
"5302845","熟食"
"5302856","熟食"
"5303923","面包甜点"
"5306577","涮羊肉"
"5307314","快餐简餐"
"5307347","西式甜点"
"5309118","粤菜"
"5311007","川菜"
"5311843","麻辣烫"
"5312833","本帮菜"
"5313191","其他小吃"
"5313595","寿司/简餐"
"5319458","饮品"
"5320896","老北京小吃"
"5321141","面馆"
"5323220","茶餐厅"
"5323484","浙江菜"
"5327095","小吃快餐"
"5327323","面馆"
"5330026","本帮菜"
"5333494","小笼"
"5333568","炸酱面"
"5336934","日本料理"
"5336989","新疆/清真"
"5343864","川菜"
"5345965","香锅"
"5346108","日本料理"
"5346779","甜品饮品"
"5346908","甜品饮品"
"5348212","快餐简餐"
"5350530","更多咖啡厅"
"5352419","面包西点"
"5354600","其他小吃"
"5358060","小吃"
"5359245","意大利菜"
"5359704","羊蝎子"
"5360977","饮品"
"5361659","本帮菜"
"5361871","东南亚菜"
"5370572","烧烤"
"5374826","寿司/简餐"
"5375434","火锅"
"5376314","熟食"
"5377274","粤菜"
"5377612","寿司/简餐"
"5379108","小吃"
"5380238","面包甜点"
"5383266","其他小吃"
"5387600","寿司/简餐"
"5389080","湘菜"
"5390468","面包甜点"
"5391917","西式甜点"
"5392459","川菜"
"5394178","寿司/简餐"
"5394992","小吃"
"5397665","川菜"
"5398581","港台甜品"
"5400668","小吃"
"5401771","火锅"
"5409449","更多咖啡厅"
"5411352","小吃"
"5412122","日式烧烤/铁板烧"
"5413750","本帮菜"
"5416863","火锅"
"5418186","港台甜品"
"5418708","创意菜"
"5420570","饮品"
"5421645","其他火锅"
"5424101","快餐简餐"
"5424222","火锅"
"5427027","寿司/简餐"
"5427456","快餐简餐"
"5427643","粥店"
"5432524","小吃快餐"
"5432964","快餐简餐"
"5433198","小吃"
"5435277","新疆/清真"
"5442127","粤菜"
"5443843","粤菜"
"5449500","湘菜"
"5453729","西式简餐"
"5455022","饮品"
"5457431","粤菜"
"5458913","小吃快餐"
"5461506","火锅"
"5472894","其他火锅"
"5473590","西式简餐"
"5478119","火锅"
"5480033","茶餐厅"
"5480055","冰淇淋"
"5480231","饮品"
"5480503","火锅"
"5481603","川菜"
"5482714","港台甜品"
"5488239","其他火锅"
"5499437","泰国菜"
"5506524","茶馆"
"5506964","西式甜点"
"559745","烤鸭"
"559792","本帮菜"
"559844","川菜"
"560075","本帮菜"
"560314","川菜"
"560644","其他火锅"
"560699","东北菜"
"561296","冰淇淋"
"561304","面包西点"
"561414","自助餐"
"561447","家常菜"
"561450","面馆"
"561623","西式甜点"
"561689","老北京小吃"
"561708","面包西点"
"561780","快餐简餐"
"561799","农家菜"
"561810","意大利菜"
"561942","家常菜"
"561964","湘菜"
"561986","粤菜"
"562305","本帮菜"
"562327","其他小吃"
"562624","川菜"
"562770","其他中餐"
"562792","小吃"
"562808","其他火锅"
"562822","东北菜"
"562877","涮羊肉"
"563287","面馆"
"563724","新疆/清真"
"563735","生煎"
"563779","西式甜点"
"563881","寿司/简餐"
"564123","粤菜"
"564442","湘菜"
"564695","米粉"
"564714","西式简餐"
"564769","川菜"
"565069","本帮菜"
"565212","山西菜"
"565289","酒吧"
"565333","本帮菜"
"565443","本帮菜"
"565542","其他小吃"
"565586","淮扬菜"
"565663","老北京小吃"
"565685","小吃"
"565740","烤鱼"
"565803","寿司/简餐"
"565957","西式简餐"
"566095","海鲜"
"566260","其他火锅"
"566510","涮羊肉"
"566741","生煎"
"566763","馄饨"
"566826","其他火锅"
"567379","烤鸭"
"567393","老北京小吃"
"567508","其他火锅"
"568039","其他火锅"
"568152","小吃"
"568163","川菜"
"568204","本帮菜"
"568589","包子"
"568666","涮羊肉"
"568691","烤鸭"
"568787","面馆"
"568839","更多咖啡厅"
"568941","烧烤"
"569032","面包西点"
"569131","米粉"
"569692","本帮菜"
"569755","更多咖啡厅"
"569791","东北菜"
"570016","日式自助"
"571295","新疆/清真"
"571402","快餐/简餐"
"571578","其他火锅"
"571754","台湾菜"
"571776","米粉"
"571828","本帮菜"
"571916","川菜"
"571996","快餐/简餐"
"572128","快餐/简餐"
"572197","家常菜"
"572205","湖北菜"
"572238","寿司/简餐"
"572315","本帮菜"
"572362","海鲜"
"572483","馄饨"
"572582","老北京小吃"
"573910","面包"
"573929","东南亚菜"
"573998","贵州菜"
"574177","其他西餐"
"574191","家常菜"
"574221","韩国料理"
"578335","湘菜"
"578412","家常菜"
"578467","西式甜点"
"578599","其他江浙菜"
"578643","西式简餐"
"578753","寿司/简餐"
"578805","更多咖啡厅"
"578973","快餐简餐"
"579031","本帮菜"
"579116","其他火锅"
"579185","其他火锅"
"579196","家常菜"
"579204","贵州菜"
"579303","海鲜"
"579325","火锅"
"579402","烧烤"
"579468","西式甜点"
"579949","蒙古菜"
"580004","美食"
"580040","饮品"
"580125","其他中餐"
"580279","家常菜"
"580309","寿司/简餐"
"580477","湘菜"
"580796","麻辣烫"
"580826","自助餐"
"580895","西式甜点"
"580994","酒吧"
"581173","本帮菜"
"581236","小吃"
"581272","小吃"
"581313","本帮菜"
"581335","烧烤"
"581577","家常菜"
"581599","老北京小吃"
"581629","粤菜"
"581687","东北菜"
"581742","火锅"
"581827","更多咖啡厅"
"581830","其他火锅"
"581885","川菜"
"582138","更多咖啡厅"
"582273","快餐/简餐"
"582358","快餐简餐"
"582369","小吃"
"582394","日式烧烤/铁板烧"
"582512","本帮菜"
"582523","烤鱼"
"582743","台湾菜"
"582985","面馆"
"583029","火锅"
"583106","小吃"
"583131","本帮菜"
"583304","东北菜"
"583447","韩国料理"
"583560","自助餐"
"583670","法国菜"
"583744","川菜"
"583755","小吃"
"583854","更多咖啡厅"
"583887","杭帮菜"
"584187","更多咖啡厅"
"584484","烤鸭"
"584594","火锅"
"584602","家常菜"
"584693","西式甜点"
"584712","小吃"
"584781","茶馆"
"585045","快餐简餐"
"585100","更多咖啡厅"
"585188","本帮菜"
"585199","零食"
"585339","更多咖啡厅"
"585375","日本料理"
"585430","本帮菜"
"585504","本帮菜"
"585694","老北京小吃"
"585881","小吃"
"586057","快餐/简餐"
"586134","更多咖啡厅"
"586208","东北菜"
"586497","粉面馆"
"586640","面包甜点"
"586695","老北京小吃"
"586868","米粉"
"586882","涮羊肉"
"586970","拉美烧烤"
"586978","上岛咖啡"
"1879465","湘菜"
"1879762","本帮菜"
"1880683","饮品"
"1883914","本帮菜"
"1884085","小龙虾"
"1884214","包子"
"1886692","寿司/简餐"
"1887190","其他西餐"
"1887217","韩国料理"
"1887451","涮羊肉"
"1887778","川菜"
"1889035","小吃"
"1890547","面馆"
"1890682","冰淇淋"
"1891009","美食"
"1891636","快餐简餐"
"1892563","冰淇淋"
"1892695","本帮菜"
"1893223","印度菜"
"1893289","西式简餐"
"1893355","川菜"
"1893847","上岛咖啡"
"1894015","其他中餐"
"1894480","粥店"
"1894543","新疆/清真"
"1894837","川菜"
"1894840","小龙虾"
"1895104","本帮菜"
"1895137","川菜"
"1895302","茶餐厅"
"1895401","本帮菜"
"1895533","其他火锅"
"1895764","酒吧"
"1895827","快餐/简餐"
"1896361","淮扬菜"
"1896424","面馆"
"1896853","更多咖啡厅"
"1896886","零食"
"1897216","本帮菜"
"1897315","快餐/简餐"
"1897384","东北菜"
"1897906","本帮菜"
"1898011","本帮菜"
"1899856","粤菜"
"1899955","烤鸭"
"1900189","粤菜"
"1900192","其他中餐"
"1900219","新疆/清真"
"1900255","白斩鸡"
"1900288","白斩鸡"
"1900291","粤菜"
"1900318","白斩鸡"
"1900354","白斩鸡"
"1900390","白斩鸡"
"1900417","自助餐"
"1901407","甜品饮品"
"1901506","比萨"
"1901542","比萨"
"1901638","比萨"
"1901641","比萨"
"1901704","星巴克"
"1901773","星巴克"
"1901902","星巴克"
"1901971","星巴克"
"1902136","面包"
"1902169","面包"
"1902268","其他火锅"
"1903324","家常菜"
"1903849","麻辣烫"
"1904086","新疆/清真"
"1905829","东北菜"
"1907683","酒吧"
"1908208","小龙虾"
"1910188","日式烧烤/铁板烧"
"1910515","老北京小吃"
"1910908","自助餐"
"1910944","火锅"
"1912429","烧烤"
"1912498","燕翅鲍"
"1914049","米粉"
"1914580","寿司/简餐"
"1915501","小吃"
"1916359","西式甜点"
"1916689","饺子"
"1917091","川菜"
"1917844","本帮菜"
"1918438","家常菜"
"1919527","西北菜"
"1919596","其他江浙菜"
"1919824","日本料理"
"1921108","粤菜"
"1923319","日本料理"
"1923454","快餐简餐"
"1923847","烧烤"
"1924606","粤菜"
"1924804","西式甜点"
"1924873","其他火锅"
"1926361","寿司/简餐"
"1926457","小龙虾"
"1926589","烧烤"
"1926622","本帮菜"
"1926721","快餐简餐"
"1926916","更多咖啡厅"
"1927054","面包"
"1927153","本帮菜"
"1927252","韩国料理"
"1927609","本帮菜"
"1928374","烧烤"
"1929070","其他西餐"
"1929265","海鲜"
"1929331","韩国料理"
"1930090","川菜"
"1930810","本帮菜"
"1931671","烧烤"
"1932328","自助餐"
"1932724","牛排"
"1933453","老北京小吃"
"1933615","官府菜"
"1933882","快餐简餐"
"1934344","烤鸭"
"1935631","比萨"
"1935826","火锅"
"1936555","浙江菜"
"1936717","更多咖啡厅"
"1937710","山西菜"
"1938304","更多咖啡厅"
"1938340","日本料理"
"1938898","自助餐"
"1940053","其他西餐"
"1940248","粤菜"
"1940608","湘菜"
"1940677","韩国料理"
"1941274","贵州菜"
"1941340","比萨"
"1941535","本帮菜"
"1941571","本帮菜"
"1942330","小吃"
"1942657","小吃"
"1942954","烧烤"
"1943944","家常菜"
"1944277","东北菜"
"1944541","烤鱼"
"1944640","快餐简餐"
"1944835","快餐/简餐"
"1944967","快餐简餐"
"1945957","湘菜"
"1946194","川菜"
"1946518","西式简餐"
"1946521","甜品饮品"
"1946587","快餐简餐"
"1947412","本帮菜"
"1950250","烧烤"
"1950313","西式甜点"
"1950937","新岛咖啡"
"1951369","香啡缤"
"1952689","上海菜"
"1953349","西式简餐"
"1953877","韩国料理"
"1954474","粥店"
"1954672","快餐简餐"
"1954735","本帮菜"
"1955071","川菜"
"1955497","本帮菜"
"1955893","零食"
"1956715","锅贴"
"1956850","冰淇淋"
"1957477","其他中餐"
"1957606","西式简餐"
"1957675","家常菜"
"1957936","火锅"
"1958005","本帮菜"
"1958371","生煎"
"1959718","更多咖啡厅"
"1959916","本帮菜"
"1959949","本帮菜"
"1960015","本帮菜"
"1960051","羊蝎子"
"1960282","面馆"
"1960444","烧烤"
"1960840","韩国料理"
"1961005","面包"
"1961863","火锅"
"1962619","杭帮菜"
"1963021","饮品"
"1963351","SPR Coffee"
"1963546","本帮菜"
"1963906","麻辣烫"
"1963975","西式简餐"
"1964572","其他火锅"
"1964833","新疆/清真"
"1965001","川菜"
"1965919","本帮菜"
"1966321","白斩鸡"
"1966420","烤鸭"
"1966750","涮羊肉"
"1966909","本帮菜"
"1967245","海鲜"
"1967605","宁波菜"
"1967737","其他江浙菜"
"1969027","饺子"
"1969126","其他火锅"
"1969984","宁波菜"
"1970050","粥店"
"1970506","小吃"
"1970773","家常菜"
"1971037","日本料理"
"1971532","新疆/清真"
"1972159","本帮菜"
"1972261","西式甜点"
"1972654","生煎"
"1973248","西式甜点"
"1973974","两岸咖啡"
"1974373","其他火锅"
"1974502","其他中餐"
"1995424","快餐简餐"
"1995718","日本料理"
"1995886","韩国料理"
"1996117","其他火锅"
"1996186","小吃"
"1996708","快餐简餐"
"1997239","比萨"
"1997635","小吃"
"1997800","其他火锅"
"1997833","西北菜"
"1997866","粉面馆"
"1998067","快餐/简餐"
"1998364","西式甜点"
"1998430","酒吧"
"1998562","本帮菜"
"1998856","家常菜"
"1999192","川菜"
"1999354","更多咖啡厅"
"2000602","粤菜"
"2000770","小吃"
"2000932","川菜"
"2001100","涮羊肉"
"2001562","老北京小吃"
"2001595","粤菜"
"2001757","涮羊肉"
"2001760","韩国料理"
"2001856","川菜"
